Date,Open,High,Low,Price,Vol.,Change %
27-May-15,"8,302.75","8,342.85","8,277.95","8,334.60",170.58M,-0.06%
26-May-15,"8,377.10","8,378.90","8,320.05","8,339.35",120.43M,-0.37%
25-May-15,"8,438.15","8,441.95","8,364.15","8,370.25",125.05M,-1.05%
22-May-15,"8,432.50","8,489.55","8,420.60","8,458.95",193.08M,0.45%
21-May-15,"8,434.50","8,446.35","8,382.50","8,421.00",148.19M,-0.03%
20-May-15,"8,392.65","8,440.35","8,391.45","8,423.25",127.39M,0.69%
19-May-15,"8,356.20","8,427.80","8,335.00","8,365.65",144.64M,-0.10%
18-May-15,"8,284.95","8,384.60","8,271.95","8,373.65",153.34M,1.35%
15-May-15,"8,240.30","8,279.20","8,212.20","8,262.35",133.84M,0.46%
14-May-15,"8,232.45","8,236.25","8,137.30","8,224.20",138.96M,-0.14%
13-May-15,"8,181.55","8,254.95","8,089.80","8,235.45",175.02M,1.34%
12-May-15,"8,326.15","8,326.65","8,115.30","8,126.95",178.75M,-2.38%
11-May-15,"8,243.20","8,332.75","8,224.65","8,325.25",197.88M,1.63%
8-May-15,"8,131.50","8,224.95","8,123.45","8,191.50",188.78M,1.67%
7-May-15,"8,077.00","8,122.60","7,997.15","8,057.30",166.56M,-0.49%
6-May-15,"8,316.60","8,331.95","8,083.00","8,097.00",216.09M,-2.74%
5-May-15,"8,338.40","8,355.65","8,280.60","8,324.80",160.34M,-0.09%
4-May-15,"8,230.05","8,346.00","8,220.45","8,331.95",135.76M,1.84%
30-Apr-15,"8,224.50","8,229.40","8,144.75","8,181.50",276.02M,-0.71%
29-Apr-15,"8,274.80","8,308.20","8,219.20","8,239.75",165.36M,-0.55%
28-Apr-15,"8,215.55","8,308.00","8,185.15","8,285.60",179.97M,0.87%
27-Apr-15,"8,330.55","8,334.45","8,202.35","8,213.80",176.84M,-1.10%
24-Apr-15,"8,405.70","8,413.30","8,273.35","8,305.25",178.99M,-1.11%
23-Apr-15,"8,478.20","8,504.95","8,361.85","8,398.30",160.80M,-0.37%
22-Apr-15,"8,400.40","8,449.95","8,284.70","8,429.70",177.13M,0.62%
21-Apr-15,"8,416.10","8,469.35","8,352.70","8,377.75",420.43M,-0.83%
20-Apr-15,"8,618.80","8,619.95","8,422.75","8,448.10",153.51M,-1.83%
17-Apr-15,"8,698.05","8,699.85","8,596.70","8,606.00",154.98M,-1.16%
16-Apr-15,"8,757.05","8,760.00","8,645.65","8,706.70",147.27M,-0.50%
15-Apr-15,"8,844.75","8,844.80","8,722.40","8,750.20",168.58M,-0.95%
13-Apr-15,"8,801.75","8,841.65","8,762.10","8,834.00",125.37M,0.61%
10-Apr-15,"8,774.35","8,787.40","8,733.60","8,780.35",143.29M,0.02%
9-Apr-15,"8,756.20","8,785.50","8,682.45","8,778.30",157.41M,0.73%
8-Apr-15,"8,698.95","8,730.50","8,679.80","8,714.40",152.80M,0.62%
7-Apr-15,"8,684.45","8,693.60","8,586.85","8,660.30",153.26M,0.00%
6-Apr-15,"8,615.80","8,667.55","8,573.75","8,659.90",151.38M,0.86%
1-Apr-15,"8,483.70","8,603.40","8,464.75","8,586.25",129.45M,1.12%
31-Mar-15,"8,527.60","8,550.45","8,454.15","8,491.00",172.36M,-0.02%
30-Mar-15,"8,390.95","8,504.55","8,380.75","8,492.30",138.88M,1.81%
27-Mar-15,"8,396.00","8,413.20","8,269.15","8,341.40",198.98M,-0.01%
26-Mar-15,"8,474.95","8,499.45","8,325.35","8,342.15",288.76M,-2.21%
25-Mar-15,"8,568.90","8,573.75","8,516.55","8,530.80",165.95M,-0.14%
24-Mar-15,"8,537.05","8,627.75","8,535.85","8,542.95",161.46M,-0.09%
23-Mar-15,"8,591.55","8,608.35","8,540.55","8,550.90",155.43M,-0.23%
20-Mar-15,"8,627.90","8,627.90","8,553.00","8,570.90",179.98M,-0.74%
19-Mar-15,"8,749.45","8,788.20","8,614.65","8,634.65",168.63M,-0.59%
18-Mar-15,"8,742.90","8,747.25","8,664.00","8,685.90",161.15M,-0.43%
17-Mar-15,"8,689.10","8,742.55","8,630.80","8,723.30",182.50M,1.04%
16-Mar-15,"8,656.75","8,663.55","8,612.00","8,633.15",168.44M,-0.17%
13-Mar-15,"8,844.05","8,849.75","8,631.75","8,647.75",184.67M,-1.46%
12-Mar-15,"8,740.65","8,787.20","8,732.90","8,776.00",179.34M,0.87%
11-Mar-15,"8,728.75","8,755.60","8,682.35","8,699.95",178.05M,-0.14%
10-Mar-15,"8,769.75","8,778.00","8,677.35","8,712.05",168.92M,-0.51%
9-Mar-15,"8,891.15","8,891.30","8,740.45","8,756.75",160.33M,-2.03%
5-Mar-15,"8,929.40","8,957.55","8,849.35","8,937.75",165.08M,0.17%
4-Mar-15,"9,109.15","9,119.20","8,893.95","8,922.65",256.06M,-0.82%
3-Mar-15,"8,962.85","9,008.40","8,925.55","8,996.25",183.25M,0.44%
2-Mar-15,"8,953.85","8,972.35","8,885.45","8,956.75",224.77M,0.62%
28-Feb-15,"8,913.05","8,941.10","8,751.35","8,901.85",246.45M,0.65%
27-Feb-15,"8,729.50","8,856.95","8,717.45","8,844.60",257.23M,1.85%
26-Feb-15,"8,779.00","8,786.05","8,669.45","8,683.85",224.18M,-0.95%
25-Feb-15,"8,801.90","8,840.65","8,751.40","8,767.25",139.41M,0.06%
24-Feb-15,"8,772.90","8,800.50","8,726.75","8,762.10",154.37M,0.08%
23-Feb-15,"8,856.85","8,869.00","8,736.10","8,754.95",143.93M,-0.89%
20-Feb-15,"8,895.50","8,899.95","8,816.30","8,833.60",203.72M,-0.69%
19-Feb-15,"8,883.05","8,913.45","8,794.45","8,895.30",219.87M,0.30%
18-Feb-15,"8,811.55","8,894.30","8,808.90","8,869.10",152.15M,0.68%
16-Feb-15,"8,831.40","8,870.10","8,793.40","8,809.35",140.64M,0.04%
13-Feb-15,"8,741.50","8,822.10","8,729.65","8,805.50",228.81M,1.08%
12-Feb-15,"8,676.95","8,732.55","8,599.25","8,711.55",163.68M,0.98%
11-Feb-15,"8,603.30","8,651.95","8,593.65","8,627.40",166.56M,0.72%
10-Feb-15,"8,478.10","8,646.25","8,470.50","8,565.55",202.30M,0.46%
9-Feb-15,"8,584.40","8,605.55","8,516.35","8,526.35",151.33M,-1.56%
6-Feb-15,"8,696.85","8,726.20","8,645.55","8,661.05",176.55M,-0.58%
5-Feb-15,"8,733.10","8,838.45","8,683.65","8,711.70",179.01M,-0.14%
4-Feb-15,"8,789.15","8,792.85","8,704.40","8,723.70",201.25M,-0.38%
3-Feb-15,"8,823.15","8,837.30","8,726.65","8,756.55",208.67M,-0.46%
2-Feb-15,"8,802.50","8,840.80","8,751.10","8,797.40",216.56M,-0.13%
30-Jan-15,"8,996.60","8,996.60","8,775.10","8,808.90",275.59M,-1.60%
29-Jan-15,"8,901.50","8,966.65","8,861.25","8,952.35",264.25M,0.43%
28-Jan-15,"8,902.75","8,985.05","8,874.05","8,914.30",190.81M,0.04%
27-Jan-15,"8,871.35","8,925.05","8,825.45","8,910.50",192.01M,0.85%
23-Jan-15,"8,827.95","8,866.40","8,795.40","8,835.60",197.12M,0.85%
22-Jan-15,"8,745.85","8,774.15","8,727.00","8,761.40",180.91M,0.37%
21-Jan-15,"8,719.65","8,741.85","8,689.60","8,729.50",191.65M,0.39%
20-Jan-15,"8,575.10","8,707.90","8,574.50","8,695.60",158.71M,1.69%
19-Jan-15,"8,550.05","8,570.95","8,531.50","8,550.70",129.35M,0.43%
16-Jan-15,"8,504.05","8,530.75","8,452.25","8,513.80",181.37M,0.23%
15-Jan-15,"8,424.50","8,527.10","8,380.55","8,494.15",232.14M,2.62%
14-Jan-15,"8,307.25","8,326.45","8,236.65","8,277.55",150.62M,-0.26%
13-Jan-15,"8,346.15","8,356.65","8,267.90","8,299.40",129.56M,-0.28%
12-Jan-15,"8,291.35","8,332.60","8,245.60","8,323.00",103.15M,0.46%
9-Jan-15,"8,285.45","8,303.30","8,190.80","8,284.50",152.61M,0.61%
8-Jan-15,"8,191.40","8,243.50","8,167.30","8,234.60",143.80M,1.64%
7-Jan-15,"8,118.65","8,151.20","8,065.45","8,102.10",164.08M,-0.31%
6-Jan-15,"8,325.30","8,327.85","8,111.35","8,127.35",172.80M,-3.00%
5-Jan-15,"8,407.95","8,445.60","8,363.90","8,378.40",118.16M,-0.20%
2-Jan-15,"8,288.70","8,410.60","8,288.70","8,395.45",101.89M,1.35%
1-Jan-15,"8,272.80","8,294.70","8,248.75","8,284.00",56.56M,0.02%
31-Dec-14,"8,243.90","8,291.00","8,243.75","8,282.70",84.53M,0.42%
30-Dec-14,"8,260.30","8,268.25","8,220.55","8,248.25",77.70M,0.02%
29-Dec-14,"8,214.70","8,279.15","8,214.70","8,246.30",82.09M,0.56%
26-Dec-14,"8,204.80","8,234.55","8,147.95","8,200.70",75.53M,0.33%
24-Dec-14,"8,272.05","8,286.40","8,155.25","8,174.10",221.91M,-1.12%
23-Dec-14,"8,324.60","8,364.75","8,252.85","8,267.00",132.19M,-0.68%
22-Dec-14,"8,255.00","8,330.95","8,228.20","8,324.00",139.16M,1.20%
19-Dec-14,"8,230.45","8,263.45","8,208.60","8,225.20",174.80M,0.81%
18-Dec-14,"8,138.90","8,174.30","8,084.90","8,159.30",162.11M,1.61%
17-Dec-14,"8,041.20","8,082.00","7,961.35","8,029.80",216.22M,-0.47%
16-Dec-14,"8,172.60","8,189.35","8,052.60","8,067.60",197.34M,-1.85%
15-Dec-14,"8,160.75","8,242.40","8,152.50","8,219.60",137.14M,-0.05%
12-Dec-14,"8,302.00","8,321.90","8,216.30","8,224.10",138.08M,-0.83%
11-Dec-14,"8,338.85","8,348.30","8,272.40","8,292.90",133.86M,-0.75%
10-Dec-14,"8,318.05","8,376.80","8,317.00","8,355.65",136.66M,0.18%
9-Dec-14,"8,439.30","8,444.50","8,330.50","8,340.70",146.27M,-1.16%
8-Dec-14,"8,538.65","8,546.35","8,432.25","8,438.25",163.82M,-1.17%
5-Dec-14,"8,584.25","8,588.35","8,523.90","8,538.30",143.35M,-0.30%
4-Dec-14,"8,582.40","8,626.95","8,526.40","8,564.40",143.48M,0.31%
3-Dec-14,"8,528.70","8,546.95","8,508.35","8,537.65",153.20M,0.15%
2-Dec-14,"8,535.45","8,560.20","8,504.65","8,524.70",137.39M,-0.36%
1-Dec-14,"8,605.10","8,623.00","8,545.15","8,555.90",151.99M,-0.38%
28-Nov-14,"8,516.80","8,617.00","8,516.25","8,588.25",197.22M,1.11%
27-Nov-14,"8,477.80","8,506.75","8,456.35","8,494.20",194.30M,0.22%
26-Nov-14,"8,450.30","8,500.30","8,438.65","8,475.75",151.92M,0.15%
25-Nov-14,"8,530.80","8,535.35","8,429.45","8,463.10",271.91M,-0.79%
24-Nov-14,"8,490.95","8,534.65","8,490.80","8,530.15",140.66M,0.62%
21-Nov-14,"8,408.20","8,489.80","8,398.60","8,477.35",137.02M,0.90%
20-Nov-14,"8,406.50","8,410.85","8,353.15","8,401.90",122.78M,0.23%
19-Nov-14,"8,440.65","8,455.65","8,360.50","8,382.30",125.40M,-0.52%
18-Nov-14,"8,441.25","8,454.50","8,407.25","8,425.90",134.68M,-0.06%
17-Nov-14,"8,378.40","8,438.10","8,349.10","8,430.75",113.88M,0.49%
14-Nov-14,"8,360.70","8,400.65","8,346.80","8,389.90",146.77M,0.38%
13-Nov-14,"8,405.25","8,408.00","8,320.35","8,357.85",127.36M,-0.30%
12-Nov-14,"8,378.90","8,415.05","8,370.50","8,383.30",125.24M,0.25%
11-Nov-14,"8,354.10","8,378.70","8,321.85","8,362.65",122.01M,0.22%
10-Nov-14,"8,337.80","8,383.05","8,304.45","8,344.25",130.75M,0.09%
7-Nov-14,"8,331.85","8,360.35","8,290.25","8,337.00",153.43M,-0.02%
5-Nov-14,"8,351.25","8,365.55","8,323.50","8,338.30",161.62M,0.17%
3-Nov-14,"8,348.15","8,350.60","8,297.65","8,324.15",141.09M,0.02%
31-Oct-14,"8,200.80","8,330.75","8,198.05","8,322.20",176.16M,1.87%
30-Oct-14,"8,085.20","8,181.55","8,085.20","8,169.20",205.67M,0.97%
29-Oct-14,"8,077.05","8,097.95","8,052.25","8,090.45",148.31M,0.78%
28-Oct-14,"8,002.40","8,037.80","7,995.05","8,027.60",124.06M,0.45%
27-Oct-14,"8,064.35","8,064.40","7,985.65","7,991.70",132.83M,-0.29%
23-Oct-14,"8,027.70","8,031.75","8,008.85","8,014.55",19.64M,0.23%
22-Oct-14,"7,997.80","8,005.00","7,974.55","7,995.90",151.10M,0.86%
21-Oct-14,"7,906.15","7,936.60","7,874.35","7,927.75",163.40M,0.61%
20-Oct-14,"7,896.95","7,905.95","7,856.95","7,879.40",176.17M,1.28%
17-Oct-14,"7,733.75","7,819.20","7,723.85","7,779.70",177.62M,0.41%
16-Oct-14,"7,837.30","7,893.90","7,729.65","7,748.20",213.53M,-1.47%
14-Oct-14,"7,923.25","7,928.00","7,825.45","7,864.00",225.47M,-0.26%
13-Oct-14,"7,831.00","7,901.15","7,796.00","7,884.25",118.78M,0.31%
10-Oct-14,"7,911.00","7,924.05","7,848.45","7,859.95",142.93M,-1.26%
9-Oct-14,"7,886.50","7,972.35","7,886.50","7,960.55",123.77M,1.50%
8-Oct-14,"7,828.75","7,869.90","7,815.75","7,842.70",135.91M,-0.12%
7-Oct-14,"7,897.40","7,943.05","7,842.70","7,852.40",148.20M,-1.17%
1-Oct-14,"7,960.50","7,977.50","7,936.70","7,945.55",113.00M,-0.24%
30-Sep-14,"7,948.80","8,030.90","7,923.85","7,964.80",141.14M,0.07%
29-Sep-14,"7,978.45","7,991.75","7,934.70","7,958.90",97.27M,-0.12%
26-Sep-14,"7,885.85","7,993.30","7,841.80","7,968.85",147.84M,0.72%
25-Sep-14,"8,003.30","8,019.30","7,877.35","7,911.85",231.90M,-1.13%
24-Sep-14,"8,015.55","8,042.05","7,950.05","8,002.40",182.21M,-0.19%
23-Sep-14,"8,144.40","8,159.75","8,008.10","8,017.55",140.78M,-1.58%
22-Sep-14,"8,084.45","8,159.90","8,064.80","8,146.30",105.51M,0.31%
19-Sep-14,"8,129.40","8,160.90","8,105.35","8,121.45",161.28M,0.08%
18-Sep-14,"7,950.65","8,120.85","7,939.70","8,114.75",116.93M,1.75%
17-Sep-14,"7,971.50","7,990.65","7,936.95","7,975.50",123.72M,0.54%
16-Sep-14,"8,036.60","8,044.90","7,925.15","7,932.90",127.95M,-1.36%
15-Sep-14,"8,070.35","8,077.30","8,030.00","8,042.00",96.50M,-0.78%
12-Sep-14,"8,087.05","8,114.30","8,071.60","8,105.50",111.44M,0.24%
11-Sep-14,"8,115.15","8,127.95","8,057.30","8,085.70",122.82M,-0.10%
10-Sep-14,"8,135.55","8,135.75","8,082.10","8,094.10",107.06M,-0.72%
9-Sep-14,"8,161.90","8,174.55","8,126.50","8,152.95",104.74M,-0.26%
8-Sep-14,"8,132.95","8,180.20","8,126.15","8,173.90",120.69M,1.08%
5-Sep-14,"8,099.90","8,122.70","8,049.85","8,086.85",125.98M,-0.11%
4-Sep-14,"8,114.20","8,114.80","8,060.90","8,095.95",141.28M,-0.23%
3-Sep-14,"8,110.85","8,141.90","8,092.25","8,114.60",150.73M,0.39%
2-Sep-14,"8,038.60","8,101.95","8,036.55","8,083.05",134.90M,0.69%
1-Sep-14,"7,990.35","8,035.00","7,984.00","8,027.70",139.33M,0.92%
28-Aug-14,"7,942.25","7,967.80","7,939.20","7,954.35",189.70M,0.23%
27-Aug-14,"7,933.90","7,946.85","7,916.55","7,936.05",119.96M,0.40%
26-Aug-14,"7,874.50","7,915.45","7,862.45","7,904.75",142.83M,-0.02%
25-Aug-14,"7,931.75","7,968.25","7,897.95","7,906.30",118.47M,-0.09%
22-Aug-14,"7,904.55","7,929.05","7,900.05","7,913.20",104.08M,0.28%
21-Aug-14,"7,875.35","7,919.65","7,855.95","7,891.10",115.22M,0.20%
20-Aug-14,"7,915.80","7,922.70","7,864.05","7,875.30",117.32M,-0.28%
19-Aug-14,"7,901.00","7,918.55","7,881.15","7,897.50",140.62M,0.30%
18-Aug-14,"7,785.25","7,880.50","7,779.20","7,874.25",126.74M,1.06%
14-Aug-14,"7,756.15","7,796.70","7,739.10","7,791.70",127.33M,0.67%
13-Aug-14,"7,717.30","7,757.10","7,695.70","7,739.55",154.08M,0.16%
12-Aug-14,"7,688.80","7,735.75","7,654.80","7,727.05",120.61M,1.33%
11-Aug-14,"7,619.85","7,635.55","7,598.60","7,625.95",106.97M,0.76%
8-Aug-14,"7,588.70","7,592.45","7,540.10","7,568.55",118.43M,-1.06%
7-Aug-14,"7,651.15","7,708.95","7,630.40","7,649.25",116.79M,-0.30%
6-Aug-14,"7,726.15","7,740.95","7,658.95","7,672.05",116.36M,-0.96%
5-Aug-14,"7,706.65","7,752.45","7,638.05","7,746.55",128.24M,0.82%
4-Aug-14,"7,639.55","7,694.80","7,622.05","7,683.65",137.04M,1.07%
1-Aug-14,"7,662.50","7,716.70","7,593.90","7,602.60",181.07M,-1.54%
31-Jul-14,"7,784.65","7,791.85","7,711.15","7,721.30",208.86M,-0.90%
30-Jul-14,"7,746.20","7,798.70","7,707.60","7,791.40",178.11M,0.55%
28-Jul-14,"7,792.90","7,799.90","7,722.65","7,748.70",116.54M,-0.54%
25-Jul-14,"7,828.20","7,840.95","7,748.60","7,790.45",153.94M,-0.51%
24-Jul-14,"7,796.25","7,835.65","7,771.65","7,830.60",117.61M,0.45%
23-Jul-14,"7,794.90","7,809.20","7,752.90","7,795.75",122.12M,0.36%
22-Jul-14,"7,708.20","7,773.85","7,704.80","7,767.85",120.08M,1.09%
21-Jul-14,"7,701.65","7,722.10","7,674.00","7,684.20",105.40M,0.26%
18-Jul-14,"7,630.25","7,685.00","7,595.50","7,663.90",134.60M,0.31%
17-Jul-14,"7,612.70","7,655.65","7,612.70","7,640.45",141.61M,0.21%
16-Jul-14,"7,564.15","7,640.10","7,532.45","7,624.40",167.97M,1.30%
15-Jul-14,"7,491.30","7,534.90","7,459.15","7,526.65",122.07M,0.97%
14-Jul-14,"7,469.00","7,478.45","7,422.15","7,454.15",135.23M,-0.07%
11-Jul-14,"7,584.10","7,625.85","7,447.20","7,459.60",187.59M,-1.43%
10-Jul-14,"7,589.50","7,731.05","7,479.05","7,567.75",258.39M,-0.23%
9-Jul-14,"7,637.95","7,650.10","7,551.65","7,585.00",168.35M,-0.50%
8-Jul-14,"7,804.05","7,808.85","7,595.90","7,623.20",180.65M,-2.11%
7-Jul-14,"7,780.40","7,792.00","7,755.10","7,787.15",173.93M,0.46%
4-Jul-14,"7,718.10","7,758.00","7,661.30","7,751.60",113.07M,0.48%
3-Jul-14,"7,734.35","7,754.65","7,706.80","7,714.80",133.76M,-0.13%
2-Jul-14,"7,683.05","7,732.40","7,677.30","7,725.15",136.32M,1.18%
1-Jul-14,"7,629.00","7,649.50","7,618.15","7,634.70",139.43M,0.31%
30-Jun-14,"7,534.05","7,623.65","7,531.60","7,611.35",152.30M,1.37%
27-Jun-14,"7,514.20","7,538.75","7,482.30","7,508.80",126.67M,0.21%
26-Jun-14,"7,554.10","7,570.20","7,481.30","7,493.20",171.68M,-1.00%
25-Jun-14,"7,588.55","7,589.25","7,557.05","7,569.25",114.97M,-0.14%
24-Jun-14,"7,515.20","7,593.35","7,515.20","7,580.20",137.00M,1.16%
23-Jun-14,"7,514.00","7,534.80","7,441.60","7,493.35",127.41M,-0.24%
20-Jun-14,"7,543.30","7,560.55","7,497.30","7,511.45",124.13M,-0.39%
19-Jun-14,"7,580.05","7,606.45","7,502.55","7,540.70",148.85M,-0.23%
18-Jun-14,"7,636.05","7,663.00","7,515.50","7,558.20",165.08M,-0.96%
17-Jun-14,"7,525.05","7,637.60","7,509.25","7,631.70",157.96M,1.30%
16-Jun-14,"7,534.80","7,548.60","7,487.55","7,533.55",155.38M,-0.11%
13-Jun-14,"7,668.20","7,678.50","7,525.35","7,542.10",174.52M,-1.41%
12-Jun-14,"7,641.30","7,658.00","7,593.80","7,649.90",148.21M,0.30%
11-Jun-14,"7,672.40","7,700.05","7,589.05","7,626.85",186.18M,-0.39%
10-Jun-14,"7,679.05","7,683.20","7,579.30","7,656.40",188.67M,0.02%
9-Jun-14,"7,621.65","7,673.70","7,580.25","7,654.60",231.88M,0.94%
6-Jun-14,"7,521.50","7,592.70","7,497.65","7,583.40",248.40M,1.46%
5-Jun-14,"7,399.75","7,484.70","7,360.50","7,474.10",250.66M,0.97%
4-Jun-14,"7,417.55","7,433.30","7,391.35","7,402.25",204.59M,-0.18%
3-Jun-14,"7,375.35","7,424.95","7,342.15","7,415.85",234.68M,0.72%
2-Jun-14,"7,264.05","7,368.60","7,239.50","7,362.50",169.89M,1.83%
30-May-14,"7,254.85","7,272.50","7,118.45","7,229.95",312.15M,-0.08%
29-May-14,"7,316.60","7,325.40","7,224.40","7,235.65",241.12M,-1.28%
28-May-14,"7,324.95","7,344.75","7,302.60","7,329.65",175.60M,0.16%
27-May-14,"7,363.10","7,372.95","7,274.75","7,318.00",168.60M,-0.56%
26-May-14,"7,428.75","7,504.00","7,269.05","7,359.05",273.24M,-0.11%
23-May-14,"7,306.50","7,381.00","7,293.90","7,367.10",259.64M,1.25%
22-May-14,"7,289.95","7,319.55","7,258.15","7,276.40",240.94M,0.32%
21-May-14,"7,274.85","7,287.15","7,206.70","7,252.90",203.14M,-0.31%
20-May-14,"7,309.95","7,353.65","7,247.70","7,275.50",255.33M,0.16%
19-May-14,"7,276.85","7,291.10","7,193.55","7,263.55",316.25M,0.84%
16-May-14,"7,270.20","7,563.50","7,130.65","7,203.00",393.16M,1.12%
15-May-14,"7,111.30","7,152.55","7,082.55","7,123.15",186.85M,0.20%
14-May-14,"7,112.00","7,142.25","7,080.90","7,108.75",177.20M,0.00%
13-May-14,"7,080.00","7,172.35","7,067.15","7,108.75",232.22M,1.35%
12-May-14,"6,863.40","7,020.05","6,862.90","7,014.25",157.72M,2.27%
9-May-14,"6,654.15","6,871.35","6,652.15","6,858.80",166.44M,2.99%
8-May-14,"6,669.90","6,688.40","6,638.55","6,659.85",101.55M,0.11%
7-May-14,"6,708.60","6,718.75","6,642.90","6,652.55",114.10M,-0.93%
6-May-14,"6,719.25","6,743.45","6,701.90","6,715.30",88.29M,0.24%
5-May-14,"6,681.65","6,741.05","6,680.45","6,699.35",104.99M,0.07%
2-May-14,"6,709.95","6,737.65","6,689.50","6,694.80",114.28M,-0.02%
30-Apr-14,"6,724.95","6,780.15","6,656.80","6,696.40",161.11M,-0.28%
29-Apr-14,"6,769.00","6,779.70","6,708.65","6,715.25",115.51M,-0.68%
28-Apr-14,"6,778.55","6,786.25","6,750.30","6,761.25",118.16M,-0.32%
25-Apr-14,"6,855.80","6,869.85","6,772.85","6,782.75",154.32M,-0.85%
23-Apr-14,"6,823.25","6,861.60","6,820.75","6,840.80",182.97M,0.37%
22-Apr-14,"6,822.90","6,838.00","6,806.25","6,815.35",114.69M,-0.03%
21-Apr-14,"6,789.25","6,825.45","6,786.90","6,817.65",111.84M,0.56%
17-Apr-14,"6,695.45","6,783.05","6,684.40","6,779.40",131.49M,1.56%
16-Apr-14,"6,727.25","6,748.65","6,665.15","6,675.30",119.77M,-0.86%
15-Apr-14,"6,792.70","6,813.40","6,711.75","6,733.10",123.20M,-0.64%
11-Apr-14,"6,758.35","6,789.35","6,743.15","6,776.30",140.74M,-0.30%
10-Apr-14,"6,803.05","6,819.05","6,777.30","6,796.40",191.13M,0.00%
9-Apr-14,"6,722.00","6,808.70","6,705.10","6,796.20",169.80M,1.51%
7-Apr-14,"6,694.25","6,725.15","6,650.40","6,695.05",133.95M,0.01%
4-Apr-14,"6,741.85","6,741.85","6,685.15","6,694.35",155.13M,-0.62%
3-Apr-14,"6,772.05","6,776.75","6,696.90","6,736.10",197.55M,-0.24%
2-Apr-14,"6,757.60","6,763.50","6,723.60","6,752.55",173.34M,0.47%
1-Apr-14,"6,729.50","6,732.25","6,675.45","6,721.05",177.84M,0.25%
31-Mar-14,"6,723.15","6,730.05","6,662.40","6,704.20",220.62M,0.12%
28-Mar-14,"6,673.05","6,702.60","6,643.80","6,695.90",184.82M,0.82%
27-Mar-14,"6,613.10","6,673.95","6,599.50","6,641.75",312.38M,0.61%
26-Mar-14,"6,615.65","6,627.45","6,580.60","6,601.40",186.57M,0.18%
25-Mar-14,"6,550.10","6,595.55","6,544.85","6,589.75",168.12M,0.09%
24-Mar-14,"6,510.50","6,591.50","6,510.50","6,583.50",158.40M,1.36%
22-Mar-14,"6,497.80","6,502.65","6,481.35","6,494.90",9.77M,0.03%
21-Mar-14,"6,515.20","6,522.90","6,485.70","6,493.20",189.85M,0.16%
20-Mar-14,"6,508.35","6,523.65","6,473.25","6,483.10",141.98M,-0.63%
19-Mar-14,"6,530.00","6,541.20","6,506.00","6,524.05",172.46M,0.11%
18-Mar-14,"6,532.45","6,574.95","6,497.65","6,516.65",179.31M,0.19%
14-Mar-14,"6,447.25","6,518.45","6,432.70","6,504.20",177.34M,0.17%
13-Mar-14,"6,491.75","6,561.45","6,476.65","6,493.10",167.86M,-0.37%
12-Mar-14,"6,497.50","6,546.15","6,487.30","6,516.90",174.98M,0.08%
11-Mar-14,"6,537.35","6,562.85","6,494.25","6,511.90",239.00M,-0.39%
10-Mar-14,"6,491.70","6,562.20","6,487.35","6,537.25",242.14M,0.16%
7-Mar-14,"6,413.95","6,537.80","6,413.55","6,526.65",284.92M,1.96%
6-Mar-14,"6,344.75","6,406.60","6,339.70","6,401.15",180.73M,1.15%
5-Mar-14,"6,328.45","6,336.25","6,287.80","6,328.65",160.30M,0.49%
4-Mar-14,"6,216.75","6,302.15","6,215.70","6,297.95",166.82M,1.23%
3-Mar-14,"6,264.35","6,277.75","6,212.25","6,221.45",144.56M,-0.88%
28-Feb-14,"6,228.45","6,282.70","6,228.10","6,276.95",180.60M,0.61%
26-Feb-14,"6,202.45","6,245.95","6,202.10","6,238.80",181.66M,0.62%
25-Feb-14,"6,205.70","6,216.85","6,176.60","6,200.05",146.26M,0.23%
24-Feb-14,"6,140.95","6,191.85","6,130.80","6,186.10",144.88M,0.50%
21-Feb-14,"6,108.30","6,159.65","6,108.00","6,155.45",112.60M,1.05%
20-Feb-14,"6,127.15","6,129.10","6,086.45","6,091.45",132.11M,-1.00%
19-Feb-14,"6,132.05","6,160.35","6,125.75","6,152.75",95.25M,0.42%
18-Feb-14,"6,071.30","6,141.70","6,066.80","6,127.10",126.64M,0.89%
17-Feb-14,"6,057.10","6,080.65","6,038.30","6,073.30",108.49M,0.41%
14-Feb-14,"6,023.75","6,056.40","5,984.60","6,048.35",140.20M,0.79%
13-Feb-14,"6,087.55","6,094.40","5,991.10","6,001.10",153.65M,-1.36%
12-Feb-14,"6,085.35","6,106.60","6,077.40","6,084.00",138.55M,0.35%
11-Feb-14,"6,072.45","6,081.85","6,053.25","6,062.70",150.52M,0.15%
10-Feb-14,"6,072.80","6,083.05","6,046.40","6,053.45",133.07M,-0.16%
7-Feb-14,"6,077.65","6,079.95","6,030.90","6,063.20",181.93M,0.45%
6-Feb-14,"6,028.35","6,048.35","5,965.40","6,036.30",185.50M,0.23%
5-Feb-14,"6,004.25","6,028.05","5,962.05","6,022.40",166.63M,0.36%
4-Feb-14,"5,947.60","6,017.80","5,933.30","6,000.90",183.25M,-0.01%
3-Feb-14,"6,058.80","6,074.85","5,994.45","6,001.80",134.89M,-1.44%
31-Jan-14,"6,082.75","6,097.85","6,067.35","6,089.50",146.71M,0.26%
30-Jan-14,"6,067.00","6,082.85","6,027.25","6,073.70",208.06M,-0.76%
29-Jan-14,"6,161.00","6,170.45","6,109.80","6,120.25",146.73M,-0.10%
