Date,Open,High,Low,Price,Vol.,Change %
5-Dec-17,"10,118.25","10,147.95","10,069.10","10,118.25",160.25M,-0.09%
4-Dec-17,"10,175.05","10,179.20","10,095.70","10,127.75",153.24M,0.06%
1-Dec-17,"10,263.70","10,272.70","10,108.55","10,121.80",147.77M,-1.02%
30-Nov-17,"10,332.70","10,332.70","10,211.25","10,226.55",353.10M,-1.30%
29-Nov-17,"10,376.65","10,392.95","10,345.90","10,361.30",157.19M,-0.09%
28-Nov-17,"10,387.90","10,409.55","10,355.20","10,370.25",202.05M,-0.28%
27-Nov-17,"10,361.05","10,407.15","10,340.20","10,399.55",146.28M,0.09%
24-Nov-17,"10,366.80","10,404.50","10,362.25","10,389.70",133.18M,0.40%
23-Nov-17,"10,358.45","10,374.30","10,307.30","10,348.75",157.65M,0.06%
22-Nov-17,"10,350.80","10,368.70","10,309.55","10,342.30",162.50M,0.15%
21-Nov-17,"10,329.25","10,358.70","10,315.05","10,326.90",191.86M,0.27%
20-Nov-17,"10,287.20","10,309.85","10,261.50","10,298.75",151.75M,0.15%
17-Nov-17,"10,324.55","10,343.60","10,268.05","10,283.60",209.59M,0.67%
16-Nov-17,"10,152.90","10,232.25","10,139.20","10,214.75",188.18M,0.96%
15-Nov-17,"10,171.95","10,175.45","10,094.00","10,118.05",213.84M,-0.67%
14-Nov-17,"10,223.40","10,248.00","10,175.55","10,186.60",314.41M,-0.38%
13-Nov-17,"10,322.00","10,334.15","10,216.25","10,224.95",216.80M,-0.94%
10-Nov-17,"10,304.35","10,344.95","10,254.10","10,321.75",287.96M,0.12%
9-Nov-17,"10,358.65","10,368.45","10,266.95","10,308.95",247.61M,0.06%
8-Nov-17,"10,361.95","10,384.25","10,285.50","10,303.15",282.95M,-0.45%
7-Nov-17,"10,477.15","10,485.75","10,340.80","10,350.15",295.83M,-0.97%
6-Nov-17,"10,431.75","10,490.45","10,413.75","10,451.80",199.56M,-0.01%
3-Nov-17,"10,461.55","10,461.70","10,403.60","10,452.50",206.10M,0.28%
2-Nov-17,"10,440.50","10,453.00","10,412.55","10,423.80",207.74M,-0.16%
1-Nov-17,"10,390.35","10,451.65","10,383.05","10,440.50",268.27M,1.02%
31-Oct-17,"10,364.90","10,367.70","10,323.95","10,335.30",239.81M,-0.27%
30-Oct-17,"10,353.85","10,384.50","10,344.30","10,363.65",244.19M,0.39%
27-Oct-17,"10,362.30","10,366.15","10,311.30","10,323.05",322.41M,-0.20%
26-Oct-17,"10,291.80","10,355.65","10,271.85","10,343.80",443.04M,0.47%
25-Oct-17,"10,321.15","10,340.55","10,240.90","10,295.35",612.62M,0.86%
24-Oct-17,"10,218.55","10,237.75","10,182.40","10,207.70",223.91M,0.22%
23-Oct-17,"10,176.65","10,224.15","10,124.50","10,184.85",224.80M,0.38%
19-Oct-17,"10,210.35","10,211.95","10,123.35","10,146.55",31.09M,-0.63%
18-Oct-17,"10,209.40","10,236.45","10,175.75","10,210.85",262.11M,-0.23%
17-Oct-17,"10,227.65","10,251.85","10,212.60","10,234.45",201.78M,0.04%
16-Oct-17,"10,207.40","10,242.95","10,175.10","10,230.85",209.33M,0.62%
13-Oct-17,"10,123.70","10,191.90","10,120.10","10,167.45",237.23M,0.70%
12-Oct-17,"10,011.20","10,104.45","9,977.10","10,096.40",207.11M,1.12%
11-Oct-17,"10,042.60","10,067.25","9,955.80","9,984.80",195.59M,-0.32%
10-Oct-17,"10,013.70","10,034.00","10,002.30","10,016.95",153.25M,0.28%
9-Oct-17,"9,988.20","10,015.75","9,959.45","9,988.75",148.40M,0.09%
6-Oct-17,"9,908.15","9,989.35","9,906.60","9,979.70",201.86M,0.92%
5-Oct-17,"9,927.00","9,945.95","9,881.85","9,888.70",152.36M,-0.26%
4-Oct-17,"9,884.35","9,938.30","9,850.65","9,914.90",160.99M,0.56%
3-Oct-17,"9,893.30","9,895.40","9,831.05","9,859.50",167.83M,0.72%
29-Sep-17,"9,814.30","9,854.00","9,775.35","9,788.60",202.35M,0.20%
28-Sep-17,"9,736.40","9,789.20","9,687.55","9,768.95",396.88M,0.34%
27-Sep-17,"9,920.60","9,921.05","9,714.40","9,735.75",206.31M,-1.38%
26-Sep-17,"9,875.25","9,891.35","9,813.00","9,871.50",196.79M,-0.01%
25-Sep-17,"9,960.10","9,960.50","9,816.05","9,872.60",228.21M,-0.92%
22-Sep-17,"10,094.35","10,095.05","9,952.80","9,964.40",233.62M,-1.56%
21-Sep-17,"10,139.60","10,158.90","10,058.60","10,121.90",197.71M,-0.19%
20-Sep-17,"10,160.95","10,171.05","10,134.20","10,141.15",205.60M,-0.06%
19-Sep-17,"10,175.60","10,178.95","10,129.95","10,147.55",193.35M,-0.05%
18-Sep-17,"10,133.10","10,171.70","10,131.30","10,153.10",160.85M,0.67%
15-Sep-17,"10,062.35","10,115.15","10,043.65","10,085.40",274.80M,-0.01%
14-Sep-17,"10,107.40","10,126.50","10,070.35","10,086.60",232.64M,0.07%
13-Sep-17,"10,099.25","10,131.95","10,063.15","10,079.30",221.61M,-0.14%
12-Sep-17,"10,056.85","10,097.55","10,028.05","10,093.05",188.25M,0.87%
11-Sep-17,"9,971.75","10,028.65","9,968.80","10,006.05",178.41M,0.72%
8-Sep-17,"9,958.65","9,963.60","9,913.30","9,934.80",168.70M,0.05%
7-Sep-17,"9,945.85","9,964.85","9,917.20","9,929.90",194.63M,0.14%
6-Sep-17,"9,899.25","9,931.55","9,882.55","9,916.20",153.77M,-0.36%
5-Sep-17,"9,933.25","9,963.10","9,901.05","9,952.20",143.52M,0.40%
4-Sep-17,"9,984.15","9,988.40","9,861.00","9,912.85",153.37M,-0.62%
1-Sep-17,"9,937.65","9,983.45","9,909.85","9,974.40",162.73M,0.57%
31-Aug-17,"9,905.70","9,925.10","9,856.95","9,917.90",337.78M,0.34%
30-Aug-17,"9,859.50","9,909.45","9,850.80","9,884.40",162.70M,0.90%
29-Aug-17,"9,886.40","9,887.35","9,783.75","9,796.05",178.67M,-1.18%
28-Aug-17,"9,907.15","9,925.75","9,882.00","9,912.80",164.49M,0.57%
24-Aug-17,"9,881.20","9,881.50","9,848.85","9,857.05",190.40M,0.05%
23-Aug-17,"9,803.05","9,857.90","9,786.75","9,852.50",173.82M,0.89%
22-Aug-17,"9,815.75","9,828.45","9,752.60","9,765.55",189.27M,0.11%
21-Aug-17,"9,864.25","9,884.35","9,740.10","9,754.35",211.63M,-0.84%
18-Aug-17,"9,865.95","9,865.95","9,783.65","9,837.40",253.93M,-0.67%
17-Aug-17,"9,945.55","9,947.80","9,883.75","9,904.15",203.65M,0.07%
16-Aug-17,"9,825.85","9,903.95","9,773.85","9,897.30",226.27M,1.05%
14-Aug-17,"9,755.75","9,818.30","9,752.10","9,794.15",201.61M,0.86%
11-Aug-17,"9,712.15","9,771.65","9,685.55","9,710.80",294.73M,-1.11%
10-Aug-17,"9,872.85","9,892.65","9,776.20","9,820.25",242.82M,-0.89%
9-Aug-17,"9,961.15","9,969.80","9,893.05","9,908.05",174.40M,-0.71%
8-Aug-17,"10,068.35","10,083.80","9,947.00","9,978.55",209.64M,-0.78%
7-Aug-17,"10,074.80","10,088.10","10,046.35","10,057.40",141.57M,-0.09%
4-Aug-17,"10,008.60","10,075.25","9,988.35","10,066.40",184.08M,0.53%
3-Aug-17,"10,081.15","10,081.15","9,998.25","10,013.65",198.67M,-0.67%
2-Aug-17,"10,136.30","10,137.85","10,054.20","10,081.50",166.46M,-0.33%
1-Aug-17,"10,101.05","10,128.60","10,065.75","10,114.65",190.00M,0.37%
31-Jul-17,"10,034.70","10,085.90","10,016.95","10,077.10",245.10M,0.63%
28-Jul-17,"9,996.55","10,026.05","9,944.50","10,014.50",197.49M,-0.06%
27-Jul-17,"10,063.25","10,114.85","10,005.50","10,020.55",296.78M,0.00%
26-Jul-17,"9,983.65","10,025.95","9,965.95","10,020.65",203.70M,0.56%
25-Jul-17,"10,010.55","10,011.30","9,949.10","9,964.55",191.21M,-0.02%
24-Jul-17,"9,936.80","9,982.05","9,919.60","9,966.40",179.91M,0.52%
21-Jul-17,"9,899.60","9,924.70","9,838.00","9,915.25",193.29M,0.42%
20-Jul-17,"9,920.20","9,922.55","9,863.45","9,873.30",166.08M,-0.27%
19-Jul-17,"9,855.95","9,905.05","9,851.65","9,899.60",206.38M,0.74%
18-Jul-17,"9,832.70","9,885.35","9,792.05","9,827.15",303.01M,-0.90%
17-Jul-17,"9,908.15","9,928.20","9,894.70","9,915.95",168.60M,0.30%
14-Jul-17,"9,913.30","9,913.30","9,845.45","9,886.35",164.46M,-0.05%
13-Jul-17,"9,855.80","9,897.25","9,853.45","9,891.70",186.87M,0.77%
12-Jul-17,"9,807.30","9,824.95","9,787.70","9,816.10",150.05M,0.31%
11-Jul-17,"9,797.45","9,830.05","9,778.85","9,786.05",185.32M,0.15%
10-Jul-17,"9,719.30","9,782.15","9,646.45","9,771.05",38.75M,1.09%
7-Jul-17,"9,670.35","9,684.25","9,642.65","9,665.80",146.23M,-0.09%
6-Jul-17,"9,653.60","9,700.70","9,639.95","9,674.55",152.00M,0.38%
