Date,Price,Open,High,Low,Vol.,Change %
8/14/2019,20,630,20,560,20,680,20,500,0.84K,0.34%
8/13/2019,20,560,20,230,20,590,20,230,1.35K,1.53%
8/12/2019,20,250,20,260,20,380,20,220,0.39K,-0.15%
8/9/2019,20,280,20,210,20,380,20,120,0.81K,0.00%
8/8/2019,20,280,19,980,20,380,19,980,1.89K,1.76%
8/7/2019,19,930,19,920,20,230,19,760,2.15K,0.05%
8/6/2019,19,920,19,720,20,040,19,710,1.72K,0.96%
8/5/2019,19,730,19,880,19,900,19,520,3.03K,-1.89%
8/2/2019,20,110,20,490,20,490,20,050,2.02K,-2.24%
8/1/2019,20,570,20,710,20,710,20,550,1.10K,0.34%
7/31/2019,20,500,20,580,20,620,20,470,0.83K,-0.39%
7/30/2019,20,580,20,900,20,900,20,550,0.82K,-1.63%
7/29/2019,20,920,20,850,21,160,20,800,0.39K,-0.62%
7/26/2019,21,050,21,520,21,520,21,030,1.06K,-1.96%
7/25/2019,21,470,21,470,21,560,21,070,2.05K,0.75%
7/24/2019,21,310,21,440,21,510,21,300,1.92K,-0.61%
7/23/2019,21,440,21,300,21,520,21,300,1.19K,0.23%
7/22/2019,21,390,21,590,21,590,21,360,1.52K,-0.47%
7/19/2019,21,490,21,650,21,650,21,420,1.34K,-0.28%
7/18/2019,21,550,21,880,21,940,21,500,3.74K,-0.87%
7/17/2019,21,740,21,520,21,830,21,520,1.88K,0.69%
7/16/2019,21,590,21,360,21,640,21,340,1.77K,1.22%
7/15/2019,21,330,21,280,21,410,21,280,0.84K,0.47%
7/12/2019,21,230,21,220,21,250,21,100,0.57K,0.33%
7/11/2019,21,160,21,250,21,340,21,110,1.03K,-0.75%
7/10/2019,21,320,21,120,21,350,21,100,1.12K,1.23%
7/9/2019,21,060,21,160,21,180,20,970,1.81K,-0.89%
7/8/2019,21,250,21,230,21,430,21,130,1.44K,-0.23%
7/5/2019,21,300,21,500,21,540,21,200,1.36K,-0.79%
7/4/2019,21,470,21,500,21,590,21,430,0.89K,-0.23%
7/3/2019,21,520,21,360,21,550,21,360,0.93K,0.56%
7/2/2019,21,400,21,610,21,700,21,350,1.60K,-1.20%
7/1/2019,21,660,21,760,21,870,21,620,2.65K,-3.17%
6/28/2019,22,370,22,270,22,440,22,100,1.89K,0.99%
6/27/2019,22,150,22,340,22,390,22,010,1.76K,-0.76%
6/26/2019,22,320,21,940,22,460,21,920,1.36K,1.55%
6/25/2019,21,980,21,940,22,150,21,880,1.38K,-0.18%
6/24/2019,22,020,22,050,22,190,22,000,1.16K,-0.36%
6/21/2019,22,100,22,020,22,230,22,000,1.10K,0.00%
6/20/2019,22,100,21,950,22,300,21,910,3.65K,1.01%
6/19/2019,21,880,21,820,22,040,21,770,1.92K,-0.05%
6/18/2019,21,890,21,630,22,020,21,600,3.67K,0.92%
6/17/2019,21,690,21,490,21,710,21,490,2.12K,0.70%
6/14/2019,21,540,21,340,21,590,21,340,1.99K,0.19%
6/13/2019,21,500,21,450,21,540,21,330,2.30K,0.23%
6/12/2019,21,450,21,140,21,490,21,140,2.23K,1.18%
6/11/2019,21,200,21,250,21,340,21,180,3.00K,0.09%
6/10/2019,21,180,21,260,21,910,21,000,2.35K,-0.47%
6/7/2019,21,280,21,550,21,700,21,230,2.42K,-1.48%
6/6/2019,21,600,21,720,21,860,21,570,2.67K,-1.32%
6/5/2019,21,890,22,000,22,050,21,820,0.88K,-0.36%
6/4/2019,21,970,21,910,22,050,21,850,1.96K,0.05%
6/3/2019,21,960,21,810,22,000,21,640,3.01K,1.06%
5/31/2019,21,730,21,850,21,890,21,710,0.64K,-0.55%
5/30/2019,21,850,21,740,21,930,21,600,0.64K,0.55%
5/29/2019,21,730,21,870,21,970,21,700,1.33K,-0.46%
5/28/2019,21,830,21,920,22,000,21,810,2.13K,-0.50%
5/27/2019,21,940,21,590,22,180,21,420,4.50K,1.86%
5/24/2019,21,540,21,300,21,580,21,240,2.33K,0.94%
5/23/2019,21,340,21,110,21,350,21,090,1.69K,1.04%
5/22/2019,21,120,21,200,21,290,21,060,2.42K,-0.61%
5/21/2019,21,250,21,400,21,540,21,200,3.47K,-0.28%
5/20/2019,21,310,21,270,21,350,21,130,2.45K,0.19%
5/17/2019,21,270,21,060,21,300,21,000,2.85K,0.71%
5/16/2019,21,120,20,990,21,190,20,980,3.26K,0.67%
5/15/2019,20,980,21,050,21,050,20,740,3.75K,0.48%
5/14/2019,20,880,20,520,20,950,19,950,7.56K,0.48%
5/13/2019,20,780,21,320,21,420,20,780,4.24K,-3.97%
5/10/2019,21,640,21,610,21,900,21,500,3.33K,0.37%
5/9/2019,21,560,21,760,21,840,21,520,4.32K,-1.06%
5/8/2019,21,790,21,980,21,980,21,760,4.20K,-0.68%
5/7/2019,21,940,22,010,22,110,21,900,3.37K,0.27%
5/6/2019,21,880,22,190,22,190,21,840,4.62K,-1.88%
5/3/2019,22,300,22,300,22,330,22,200,2.86K,-0.04%
5/2/2019,22,310,22,400,22,470,22,270,3.18K,-0.13%
5/1/2019,22,340,22,400,22,440,22,320,1.73K,0.27%
4/30/2019,22,280,22,140,22,400,22,080,1.26K,0.41%
4/26/2019,22,190,22,160,22,220,22,120,1.48K,0.41%
4/25/2019,22,100,22,020,22,150,22,000,2.35K,0.36%
4/24/2019,22,020,21,970,22,110,21,900,3.34K,0.05%
4/23/2019,22,010,22,170,22,190,21,910,5.21K,-0.63%
4/22/2019,22,150,22,180,22,260,22,110,5.01K,0.00%
4/18/2019,22,150,22,270,22,320,22,140,2.96K,-0.67%
4/17/2019,22,300,22,290,22,330,22,160,1.10K,0.36%
4/16/2019,22,220,22,130,22,260,22,060,2.77K,0.63%
4/15/2019,22,080,22,320,22,430,22,030,4.41K,-0.81%
4/12/2019,22,260,21,960,22,310,21,920,4.38K,1.27%
4/11/2019,21,980,21,980,22,080,21,890,3.95K,0.14%
4/10/2019,21,950,22,160,22,210,21,920,4.35K,-0.77%
4/9/2019,22,120,22,280,22,350,22,100,4.37K,-0.54%
4/8/2019,22,240,22,420,22,540,22,120,5.57K,-0.45%
4/5/2019,22,340,22,200,22,370,22,120,5.65K,0.95%
4/4/2019,22,130,21,910,22,150,21,910,4.00K,1.05%
4/3/2019,21,900,21,820,21,980,21,810,4.14K,0.74%
4/2/2019,21,740,21,750,21,840,21,660,4.28K,-0.23%
4/1/2019,21,790,21,520,21,840,21,520,3.82K,3.47%
3/29/2019,21,060,21,010,21,100,20,890,0.89K,0.19%
3/28/2019,21,020,21,200,21,250,20,940,1.05K,-1.22%
3/27/2019,21,280,21,350,21,390,21,250,1.28K,-0.28%
3/26/2019,21,340,21,340,21,480,21,300,2.40K,0.23%
3/25/2019,21,290,21,420,21,460,21,230,4.66K,-0.33%
3/22/2019,21,360,21,420,21,500,21,340,2.92K,0.33%
3/21/2019,21,290,21,270,21,330,21,240,0.38K,0.42%
3/20/2019,21,200,21,150,21,260,21,140,1.82K,0.14%
3/19/2019,21,170,21,300,21,340,21,130,3.72K,-0.56%
3/18/2019,21,290,21,210,21,470,21,210,5.69K,0.57%
3/15/2019,21,170,21,030,21,180,20,990,1.69K,0.71%
3/14/2019,21,020,21,230,21,250,20,950,4.71K,-0.94%
3/13/2019,21,220,21,030,21,250,21,030,4.27K,1.00%
3/12/2019,21,010,20,890,21,050,20,790,4.17K,0.33%
3/11/2019,20,940,20,710,20,990,20,710,5.54K,1.11%
3/8/2019,20,710,20,810,20,850,20,680,2.63K,-0.48%
3/7/2019,20,810,20,930,21,300,20,790,3.23K,-0.76%
3/6/2019,20,970,20,890,20,990,20,850,2.75K,0.77%
3/5/2019,20,810,20,780,20,850,20,720,2.18K,-0.10%
3/4/2019,20,830,20,720,20,870,20,710,1.77K,1.02%
3/1/2019,20,620,20,450,20,650,20,450,2.45K,2.69%
2/28/2019,20,080,20,220,20,230,20,050,0.91K,-0.45%
2/27/2019,20,170,20,200,20,220,20,100,0.98K,0.00%
2/26/2019,20,170,20,230,20,300,20,140,0.91K,-0.69%
2/25/2019,20,310,20,230,20,350,20,170,2.19K,0.64%
2/22/2019,20,180,20,290,20,600,20,160,5.50K,-0.25%
2/21/2019,20,230,20,030,20,260,19,970,2.92K,0.75%
2/20/2019,20,080,20,120,20,170,20,050,2.40K,-0.15%
2/19/2019,20,110,20,210,20,300,20,060,2.75K,0.30%
2/18/2019,20,050,20,260,20,260,19,980,1.98K,-0.40%
2/15/2019,20,130,20,200,20,280,20,090,1.65K,-0.15%
2/14/2019,20,160,20,200,20,300,20,130,2.39K,0.05%
2/13/2019,20,150,20,200,20,220,20,070,2.66K,-0.54%
2/12/2019,20,260,20,400,20,430,20,210,2.88K,-1.22%
2/11/2019,20,510,20,540,20,740,20,480,2.14K,-0.34%
2/8/2019,20,580,20,640,20,640,20,500,1.49K,-0.48%
2/7/2019,20,680,20,640,20,750,20,640,1.06K,-0.19%
2/6/2019,20,720,20,570,20,750,20,570,2.50K,0.83%
2/5/2019,20,550,20,590,20,650,20,540,1.38K,-0.15%
2/4/2019,20,580,20,860,20,860,20,540,2.62K,-1.53%
2/1/2019,20,900,20,960,20,960,20,830,1.01K,1.65%
1/31/2019,20,560,20,700,20,730,20,520,0.81K,-0.58%
1/30/2019,20,680,20,690,20,740,20,580,0.82K,0.19%
1/29/2019,20,640,20,510,20,660,20,510,1.01K,0.49%
1/28/2019,20,540,20,600,20,680,20,480,1.07K,-0.29%
1/25/2019,20,600,20,620,20,700,20,530,1.88K,-0.10%
1/24/2019,20,620,20,710,20,770,20,600,2.99K,-0.29%
1/23/2019,20,680,20,760,20,820,20,660,2.52K,-0.48%
1/22/2019,20,780,21,000,21,000,20,760,2.18K,-0.81%
1/21/2019,20,950,20,940,20,990,20,880,2.17K,0.14%
1/18/2019,20,920,20,940,21,010,20,880,2.29K,0.14%
1/17/2019,20,890,20,990,21,030,20,860,2.02K,-0.24%
1/16/2019,20,940,20,710,20,960,20,700,1.45K,0.96%
1/15/2019,20,740,20,720,20,860,20,700,1.47K,0.00%
1/14/2019,20,740,20,680,20,800,20,510,2.25K,0.29%
1/11/2019,20,680,20,770,20,840,20,650,1.39K,-0.34%
1/10/2019,20,750,20,940,21,090,20,720,1.70K,-0.81%
1/9/2019,20,920,20,950,20,950,20,730,2.51K,0.14%
1/8/2019,20,890,20,940,21,000,20,810,1.58K,-0.24%
1/7/2019,20,940,21,200,21,280,20,880,2.09K,-0.62%
1/4/2019,21,070,21,000,21,120,21,000,1.12K,0.19%
1/3/2019,21,030,20,890,21,130,20,870,1.86K,0.29%
1/2/2019,20,970,21,080,21,150,20,950,2.02K,-0.62%
1/1/2019,21,100,21,040,21,150,21,030,0.83K,1.59%
12/31/2018,20,770,20,750,20,870,20,740,0.51K,0.39%
12/28/2018,20,690,20,640,20,710,20,560,0.76K,0.39%
12/27/2018,20,610,20,730,20,910,20,590,0.81K,-0.15%
12/26/2018,20,640,20,570,20,700,20,420,1.73K,0.05%
12/24/2018,20,630,20,880,20,880,20,300,3.24K,-0.67%
12/21/2018,20,770,21,020,21,230,20,740,3.56K,-2.35%
12/20/2018,21,270,21,450,21,510,21,220,1.95K,-1.25%
12/19/2018,21,540,21,410,21,630,21,410,1.10K,-0.09%
12/18/2018,21,560,21,650,21,710,21,520,2.17K,-0.83%
12/17/2018,21,740,21,880,21,990,21,700,2.85K,-0.69%
12/14/2018,21,890,21,800,21,980,21,750,1.88K,0.32%
12/13/2018,21,820,22,030,22,110,21,800,2.33K,-1.13%
12/12/2018,22,070,22,180,22,200,22,050,1.56K,-0.68%
12/11/2018,22,220,22,210,22,300,22,070,1.80K,0.18%
12/10/2018,22,180,21,950,22,240,21,950,2.87K,1.23%
12/7/2018,21,910,21,730,21,990,21,650,1.23K,0.55%
12/6/2018,21,790,21,940,22,030,21,760,2.08K,-0.82%
12/5/2018,21,970,21,910,22,000,21,840,1.31K,0.32%
12/4/2018,21,900,21,950,21,990,21,800,1.96K,-0.68%
12/3/2018,22,050,21,560,22,080,21,560,3.84K,3.57%
11/30/2018,21,290,21,220,21,340,21,200,0.17K,-0.23%
11/29/2018,21,340,21,410,21,470,21,260,0.11K,-0.47%
11/28/2018,21,440,21,540,21,540,21,300,0.45K,-0.42%
11/27/2018,21,530,21,530,21,720,21,460,0.94K,-0.14%
11/26/2018,21,560,21,600,21,660,21,410,1.58K,-0.87%
11/23/2018,21,750,21,900,21,900,21,740,0.40K,-0.68%
11/22/2018,21,900,22,130,22,200,21,840,0.53K,-0.45%
11/21/2018,22,000,21,760,22,070,21,730,0.81K,0.73%
11/20/2018,21,840,22,000,22,200,21,820,1.85K,-0.91%
11/19/2018,22,040,22,380,22,420,22,000,2.02K,-1.56%
11/16/2018,22,390,22,410,22,520,22,300,1.24K,-0.13%
11/15/2018,22,420,22,420,22,460,22,380,1.02K,0.04%
11/14/2018,22,410,22,330,22,430,22,260,1.39K,0.31%
11/13/2018,22,340,22,370,22,440,22,280,1.15K,-0.22%
11/12/2018,22,390,22,420,22,610,22,310,1.99K,0.36%
11/9/2018,22,310,22,400,22,540,22,280,1.67K,-0.45%
11/8/2018,22,410,22,350,22,430,22,320,0.31K,0.49%
11/7/2018,22,300,22,220,22,360,22,220,0.47K,0.36%
11/6/2018,22,220,22,360,22,480,22,190,1.50K,-0.54%
11/5/2018,22,340,22,370,22,440,22,250,1.20K,-0.13%
11/2/2018,22,370,22,540,22,620,22,340,1.90K,-0.80%
11/1/2018,22,550,22,200,22,640,22,140,2.26K,2.59%
10/31/2018,21,980,22,740,22,740,21,920,0.12K,-2.61%
10/30/2018,22,570,22,800,22,850,22,460,0.21K,-0.79%
10/29/2018,22,750,23,160,23,190,22,710,0.58K,-1.69%
10/26/2018,23,140,23,170,23,260,23,100,0.54K,0.43%
10/25/2018,23,040,23,020,23,080,22,950,0.67K,-0.43%
10/24/2018,23,140,22,930,23,280,22,930,0.60K,0.70%
10/23/2018,22,980,23,200,23,250,22,960,0.99K,-0.73%
10/22/2018,23,150,22,840,23,240,22,840,0.82K,1.62%
10/19/2018,22,780,22,720,22,920,22,720,0.43K,0.09%
10/18/2018,22,760,22,030,22,790,22,030,0.29K,0.84%
10/17/2018,22,570,22,800,22,820,22,530,0.70K,-1.18%
10/16/2018,22,840,22,950,22,980,22,800,0.67K,-0.65%
10/15/2018,22,990,23,300,23,300,22,870,1.32K,0.48%
10/12/2018,22,880,22,400,22,960,22,390,1.66K,2.28%
10/11/2018,22,370,22,300,22,410,22,280,0.47K,0.09%
10/10/2018,22,350,22,260,22,390,22,240,0.57K,0.22%
10/9/2018,22,300,22,360,22,460,22,280,0.94K,0.18%
10/8/2018,22,260,22,300,22,360,22,220,0.90K,0.36%
10/5/2018,22,180,21,920,22,260,21,910,0.68K,1.05%
10/4/2018,21,950,22,160,22,180,21,810,0.69K,-0.45%
10/3/2018,22,050,21,980,22,100,21,940,1.04K,0.55%
10/1/2018,21,930,21,800,21,950,21,690,1.05K,0.41%
9/28/2018,21,840,21,960,22,020,21,770,0.83K,-0.68%
9/27/2018,21,990,22,240,22,240,21,960,0.70K,-1.04%
9/26/2018,22,220,22,330,22,380,22,180,0.79K,-0.31%
9/25/2018,22,290,22,330,22,380,22,120,0.78K,-0.22%
9/24/2018,22,340,22,420,22,550,22,320,0.79K,0.13%
9/21/2018,22,310,22,310,22,340,22,200,0.81K,0.18%
9/20/2018,22,270,22,450,22,450,22,240,0.42K,-0.40%
9/19/2018,22,360,22,400,22,520,22,320,1.13K,-0.36%
9/18/2018,22,440,22,580,22,580,22,420,1.23K,-0.62%
9/17/2018,22,580,22,700,22,750,22,550,1.40K,-0.79%
9/14/2018,22,760,22,750,22,820,22,700,0.83K,-0.18%
9/13/2018,22,800,22,860,22,930,22,770,0.69K,-0.91%
9/12/2018,23,010,23,040,23,100,22,990,0.52K,-0.09%
9/11/2018,23,030,23,150,23,240,22,970,1.58K,-0.60%
9/10/2018,23,170,23,040,23,190,22,950,1.07K,1.00%
9/7/2018,22,940,22,750,22,990,22,660,1.22K,0.66%
9/6/2018,22,790,22,850,22,910,22,770,0.50K,-0.26%
9/5/2018,22,850,22,740,22,950,22,740,1.10K,0.66%
9/4/2018,22,700,22,800,22,900,22,650,1.17K,-0.31%
9/3/2018,22,770,22,870,22,870,22,680,0.68K,-0.39%
8/31/2018,22,860,22,970,22,970,22,800,0.65K,-0.26%
8/30/2018,22,920,22,990,23,030,22,840,1.43K,-0.30%
8/29/2018,22,990,23,170,23,250,22,930,1.34K,-0.86%
8/28/2018,23,190,23,010,23,260,22,990,1.23K,0.69%
8/27/2018,23,030,23,280,23,290,22,910,1.67K,-1.03%
8/24/2018,23,270,23,300,23,350,23,190,1.22K,0.13%
8/23/2018,23,240,23,300,23,350,23,220,0.79K,-0.43%
8/22/2018,23,340,23,450,23,460,23,280,0.46K,-0.60%
8/21/2018,23,480,23,460,23,590,23,430,1.05K,0.17%
8/20/2018,23,440,23,400,23,500,23,310,1.25K,0.60%
8/17/2018,23,300,23,460,23,460,23,180,1.39K,-0.98%
8/16/2018,23,530,23,650,23,650,23,340,1.98K,-0.88%
8/14/2018,23,740,23,730,23,830,23,580,1.55K,-0.13%
8/13/2018,23,770,24,040,24,100,23,730,1.89K,-1.70%
8/10/2018,24,180,23,970,24,280,23,940,1.38K,0.88%
8/9/2018,23,970,23,900,24,030,23,850,0.64K,0.04%
8/8/2018,23,960,23,970,24,030,23,930,0.61K,-0.13%
8/7/2018,23,990,24,000,24,150,23,920,1.19K,0.25%
8/6/2018,23,930,23,850,23,950,23,700,1.27K,0.67%
8/3/2018,23,770,24,000,24,110,23,750,1.57K,-0.92%
8/2/2018,23,990,23,960,24,050,23,930,0.91K,-0.42%
8/1/2018,24,090,24,060,24,200,23,900,1.05K,8.46%
7/31/2018,22,210,22,550,22,550,22,050,0.53K,-1.64%
7/30/2018,22,580,22,240,22,600,22,210,1.00K,1.21%
7/27/2018,22,310,22,390,22,430,22,210,0.62K,-0.31%
7/26/2018,22,380,22,280,22,400,22,230,0.74K,0.49%
7/25/2018,22,270,22,310,22,340,22,150,1.33K,0.63%
7/24/2018,22,130,22,000,22,300,21,970,1.32K,0.32%
7/23/2018,22,060,22,200,22,220,22,000,1.21K,-0.99%
7/20/2018,22,280,22,440,22,440,22,130,1.63K,-0.67%
7/19/2018,22,430,22,650,22,680,22,360,1.36K,-0.97%
7/18/2018,22,650,22,550,22,760,22,490,1.16K,0.31%
7/17/2018,22,580,22,470,22,610,22,340,1.75K,0.22%
7/16/2018,22,530,22,960,22,970,22,510,1.13K,-1.62%
7/13/2018,22,900,22,900,23,040,22,820,1.39K,0.62%
7/12/2018,22,760,22,620,22,900,22,610,1.69K,0.22%
7/11/2018,22,710,22,670,22,730,22,510,1.34K,-0.09%
7/10/2018,22,730,22,720,22,770,22,610,1.42K,0.00%
7/9/2018,22,730,22,340,22,790,22,340,2.06K,0.84%
7/6/2018,22,540,22,350,22,560,22,310,1.08K,0.54%
7/5/2018,22,420,22,400,22,600,22,360,1.71K,-0.18%
7/4/2018,22,460,22,250,22,530,22,250,1.31K,0.81%
7/3/2018,22,280,22,340,22,380,22,180,0.88K,-0.36%
7/2/2018,22,360,22,280,22,500,22,280,1.27K,1.96%
6/29/2018,21,930,21,920,21,980,21,810,0.54K,0.09%
6/28/2018,21,910,21,950,22,060,21,880,0.55K,-0.18%
6/27/2018,21,950,21,920,22,000,21,810,0.58K,0.27%
6/26/2018,21,890,21,840,22,020,21,720,0.90K,-0.64%
6/25/2018,22,030,22,160,22,400,21,980,1.78K,-0.14%
6/22/2018,22,060,21,890,22,080,21,850,1.34K,0.50%
6/21/2018,21,950,22,050,22,200,21,770,1.96K,-0.68%
6/20/2018,22,100,21,880,22,250,21,880,2.04K,1.24%
6/19/2018,21,830,22,470,22,470,21,790,2.76K,-2.50%
6/18/2018,22,390,22,730,22,770,22,290,2.59K,-2.31%
6/15/2018,22,920,22,960,23,130,22,900,1.65K,-0.87%
6/14/2018,23,120,23,140,23,270,22,930,3.26K,0.52%
6/13/2018,23,000,23,240,23,250,22,870,2.36K,-0.17%
6/12/2018,23,040,22,930,23,080,22,830,1.71K,0.39%
6/11/2018,22,950,23,150,23,320,22,810,2.87K,-0.78%
6/8/2018,23,130,22,900,23,150,22,740,2.86K,1.85%
6/7/2018,22,710,22,390,22,900,22,370,1.73K,1.16%
6/6/2018,22,450,22,130,22,500,21,930,2.39K,1.04%
6/5/2018,22,220,22,250,22,340,22,100,2.35K,-1.02%
6/4/2018,22,450,22,460,22,620,22,380,2.19K,0.40%
6/1/2018,22,360,22,010,22,560,21,960,3.15K,2.80%
5/31/2018,21,750,21,710,21,800,21,550,0.32K,-0.50%
5/30/2018,21,860,22,250,22,250,21,500,0.39K,-0.77%
5/29/2018,22,030,21,300,22,060,21,300,1.10K,3.82%
5/28/2018,21,220,21,190,21,290,21,060,1.25K,0.47%
5/25/2018,21,120,21,050,21,180,21,020,2.03K,0.48%
5/24/2018,21,020,20,860,21,050,20,840,1.27K,0.48%
5/23/2018,20,920,20,710,20,940,20,710,1.07K,0.72%
5/22/2018,20,770,21,090,21,110,20,680,1.96K,-1.24%
5/21/2018,21,030,21,020,21,200,20,960,2.85K,0.62%
5/18/2018,20,900,20,750,20,940,20,740,3.37K,0.92%
5/17/2018,20,710,20,770,20,770,20,620,1.29K,-0.05%
5/16/2018,20,720,20,700,20,840,20,660,1.95K,0.48%
5/15/2018,20,620,20,470,20,640,20,350,1.59K,0.59%
5/14/2018,20,500,20,630,20,650,20,350,1.76K,-0.58%
5/11/2018,20,620,20,660,20,720,20,600,1.12K,-0.39%
5/10/2018,20,700,20,790,20,820,20,680,1.43K,-0.43%
5/9/2018,20,790,20,750,20,840,20,740,0.60K,0.00%
5/8/2018,20,790,20,900,20,900,20,760,0.97K,-0.62%
5/7/2018,20,920,20,900,21,040,20,860,1.44K,0.82%
5/4/2018,20,750,20,780,20,800,20,720,0.54K,0.00%
5/3/2018,20,750,20,870,20,890,20,720,1.11K,-0.48%
5/2/2018,20,850,20,810,20,920,20,710,1.29K,0.29%
5/1/2018,20,790,20,510,20,860,20,510,0.38K,1.76%
4/30/2018,20,430,20,580,20,580,20,350,0.58K,-0.68%
4/27/2018,20,570,20,540,20,590,20,510,0.41K,-0.10%
4/26/2018,20,590,20,600,20,670,20,500,1.04K,-0.05%
4/25/2018,20,600,20,460,20,630,20,360,2.21K,0.39%
4/24/2018,20,520,20,770,20,780,20,500,1.87K,-1.58%
4/23/2018,20,850,20,850,20,950,20,820,1.78K,0.19%
4/20/2018,20,810,20,650,20,890,20,610,1.79K,0.87%
4/19/2018,20,630,20,630,20,640,20,550,1.09K,-0.10%
4/18/2018,20,650,20,770,20,830,20,500,2.19K,-0.39%
4/17/2018,20,730,20,910,20,940,20,720,1.69K,-0.86%
4/16/2018,20,910,20,840,20,980,20,820,1.98K,0.19%
4/13/2018,20,870,20,840,20,940,20,780,1.24K,0.43%
4/12/2018,20,780,20,770,20,890,20,750,2.05K,0.05%
4/11/2018,20,770,20,730,20,800,20,670,1.49K,0.19%
4/10/2018,20,730,20,670,20,790,20,590,1.44K,0.34%
4/9/2018,20,660,20,660,20,680,20,530,0.90K,0.19%
4/6/2018,20,620,20,580,20,680,20,500,1.76K,0.63%
4/5/2018,20,490,20,330,20,520,20,310,1.67K,0.79%
4/4/2018,20,330,20,640,20,680,20,150,4.20K,-1.36%
4/3/2018,20,610,20,710,20,710,20,530,1.15K,-0.05%
4/2/2018,20,620,20,500,20,700,20,500,1.98K,0.93%
3/29/2018,20,430,20,430,20,430,20,430,-,1.19%
3/28/2018,20,190,20,200,20,340,20,100,0.75K,-0.10%
3/27/2018,20,210,20,140,20,290,20,090,1.80K,0.55%
3/26/2018,20,100,19,980,20,120,19,930,2.21K,0.50%
3/23/2018,20,000,20,130,20,190,19,990,1.83K,-0.79%
3/22/2018,20,160,20,260,20,300,20,130,1.59K,-0.88%
3/21/2018,20,340,20,250,20,380,20,190,2.08K,0.99%
3/20/2018,20,140,19,950,20,270,19,850,3.35K,0.60%
3/19/2018,20,020,20,290,20,360,19,970,3.71K,-1.57%
3/16/2018,20,340,20,420,20,520,20,310,2.26K,-0.44%
3/15/2018,20,430,20,550,20,610,20,400,2.33K,-0.39%
3/14/2018,20,510,20,680,20,740,20,480,3.28K,-0.73%
3/13/2018,20,660,20,610,20,740,20,520,2.26K,0.10%
3/12/2018,20,640,20,920,20,990,20,600,2.37K,-1.43%
3/9/2018,20,940,20,910,21,030,20,880,2.23K,-0.10%
3/8/2018,20,960,20,750,20,990,20,750,2.66K,1.21%
3/7/2018,20,710,20,700,20,820,20,620,3.35K,-0.67%
3/6/2018,20,850,21,240,21,280,20,740,4.96K,-0.05%
3/5/2018,20,860,20,690,20,950,20,660,2.56K,1.16%
3/2/2018,20,620,20,620,20,750,20,600,0.59K,0.19%
3/1/2018,20,580,20,630,20,840,20,530,3.52K,1.08%
2/28/2018,20,360,20,220,20,600,20,180,0.73K,0.94%
2/27/2018,20,170,20,240,20,290,20,110,0.84K,-0.30%
2/26/2018,20,230,20,100,20,350,20,090,1.84K,1.15%
2/23/2018,20,000,20,050,20,060,19,860,2.08K,-0.15%
2/22/2018,20,030,20,070,20,140,20,010,2.44K,0.10%
2/21/2018,20,010,19,990,20,210,19,930,3.73K,0.55%
2/20/2018,19,900,19,500,20,000,19,460,3.92K,2.37%
2/19/2018,19,440,19,550,19,590,19,400,2.94K,-0.36%
2/16/2018,19,510,19,540,19,640,19,410,2.19K,-0.26%
2/15/2018,19,560,19,790,19,830,19,500,2.56K,-0.86%
2/14/2018,19,730,19,860,19,900,19,670,2.49K,-0.90%
